-,-,-,-,-,-,-,-,habitante,habitante,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,habitante,1.000 m³/ano,1.000 m³/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano
cod_munip,nome_munip,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,"amostra_turbidez_irregular",amostra_coliformes,amostra_coliformes_irregular
314930,Paracatu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,94.539,76.359,"5.628,23","1.876,08","3.752,15","5.628,23",71.046,"2.634,20","2.568,15",5.488,1,5.421,704,887,0
314940,Paraguaçu,31472011,Concessionária de Saneamento Básico Ltda,COSÁGUA,Local,Empresa privada,Água e Esgoto,21.693,17.872,"1.458,50","1.444,10","14,4","1.458,50",17.872,"860,2","860,2",3.960,0,3.960,0,480,0
314950,Paraisópolis,31473011,Serviço Autônomo de Água e Esgoto de Paraisópolis,SAAE,Local,Autarquia,Água e Esgoto,21.353,21.205,"1.656,00","1.580,00",76,"1.580,00",21.000,902,0,4.036,0,4.036,20,578,0
314960,Paraopeba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,24.854,20.178,"1.654,02","275,67","1.378,35","1.654,02",,,,6.001,0,6.006,0,670,0
314970,Passa Quatro,31476011,Prefeitura Municipal de Passa Quatro,PMPQ,Local,Administração pública direta,Água e Esgoto,16.439,12.644,"1.100,00",101,0,0,16.439,"1.000,00",0,4.320,432,120,65,110,0
314980,Passa Tempo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.031,6.051,"448,13","448,13",0,"448,13",,,,4.982,0,4.986,258,166,0
314990,Passa-Vinte,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.024,1.258,"162,39",0,"162,39","162,39",,,,196,0,194,0,136,0
314995,Passabém,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,1.619,982,"63,35",0,"63,35","63,35",496,"18,09",0,966,0,940,0,121,0
315000,Passos,31479011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,115.970,110.026,"11.030,43","11.030,43",0,"11.030,43",108.782,"6.311,83","3.947,51",10.735,0,10.735,0,2.026,0
315015,Patis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.031,2.274,"127,06",0,"127,06","127,06",,,,500,0,500,0,133,0
315020,Patos de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,154.641,134.513,"11.397,86","11.268,83","129,03","11.397,86",131.458,"7.228,21","4.490,98",14.386,20,14.599,38,2.922,2
315030,Patrocínio,31481011,Departamento de Água e Esgoto de Patrocínio,DAEPA,Local,Autarquia,Água e Esgoto,92.116,92.116,"7.582,00","7.582,00",0,"7.582,00",92.116,"3.633,00","3.542,00",4.910,160,4.085,2.935,724,0
315040,Patrocínio do Muriaé,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.744,4.628,"400,87","200,44","200,43","400,87",,,,1.851,0,1.865,2,133,0
315050,Paula Cândido,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,9.597,5.163,"296,4","258,89","37,51","296,4",,,,995,0,957,0,259,5
315053,Paulistas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.794,2.333,"147,69","147,69",0,"147,69",,,,4.739,1,4.739,2,166,0
315057,Pavão,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,8.390,5.069,"267,12","234,15","32,97","267,12",4.977,"120,37","120,37",4.580,119,4.598,9,304,0
315060,Peçanha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,17.534,8.887,"636,53","318,27","318,26","636,53",,,,4.755,217,4.759,74,268,2
315070,Pedra Azul,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,24.333,17.622,"995,77","995,77",0,"995,77",16.399,"482,53","459,38",4.234,86,4.231,1,392,14
315080,Pedra do Anta,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.960,2.011,"147,51",0,"147,51","147,51",,,,1.210,1,1.190,0,146,5
315090,Pedra do Indaiá,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.977,2.098,"160,49","160,49",0,"160,49",,,,2.400,0,2.400,0,144,0
315100,Pedra Dourada,31490011,Prefeitura Municipal de Pedra Dourada,PMPD,Local,Administração pública direta,Água e Esgoto,2.559,1.520,170,85,85,0,1.520,160,23,4,0,180,0,180,180
315110,Pedralva,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,11.098,5.452,"413,13","206,57","206,56","413,13",4.828,"185,15","185,15",2.861,0,2.839,0,156,2
315120,Pedras de Maria da Cruz,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.313,6.431,"318,04","318,04",0,"318,04",1.401,"37,12","37,12",4.021,0,4.022,0,165,1
315130,Pedrinópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.651,2.629,"253,33",0,"253,33","253,33",,,,498,0,498,0,133,0
315140,Pedro Leopoldo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,65.149,54.288,"5.961,00","3.576,60","2.384,40","5.961,00",41.145,"1.732,93","872,52",6.372,4,6.370,5,822,18
315150,Pedro Teixeira,31494011,Prefeitura Municipal de Pedro Teixeira,PMPT,Local,Administração pública direta,Água e Esgoto,1.804,1.200,"99,63",0,25,0,1.200,"63,55","45,62",65,0,56,0,12,0
315160,Pequeri,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.340,2.788,"281,8","140,9","140,9","281,8",,,,2.661,11,2.675,6,130,3
315170,Pequi,31496011,Prefeitura Municipal de Pequi,PMP,Local,Administração pública direta,Água e Esgoto,4.457,4.457,"620,59","330,94","289,65","330,94",2.570,380,66,6.692,497,7.154,7,935,0
315180,Perdigão,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.994,9.568,"628,91","628,91",0,"628,91",,,,5.335,0,5.335,0,229,0
315190,Perdizes,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,16.469,10.984,"891,69","891,69",0,"891,69",,,,7.004,0,7.001,1,280,0
315200,Perdões,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,21.577,17.984,"1.388,35","1.341,77","46,58","1.388,35",15.892,"699,27",0,4.696,0,4.657,0,688,0
315210,Periquito,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.738,4.469,"438,47","334,25","104,22","438,47",,,,4.883,1,4.795,3,503,1
315213,Pescador,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água,4.261,3.071,"154,88","154,88",0,"154,88",,,,4.150,1,4.135,0,193,0
315217,Piedade de Caratinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.832,5.338,"276,27","276,27",0,"276,27",,,,1.952,3,1.953,13,136,0
315220,Piedade de Ponte Nova,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.141,3.045,"220,36","220,36",0,"220,36",,,,2.412,0,2.412,0,109,0
315230,Piedade do Rio Grande,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.436,3.013,"240,71",0,"240,71","240,71",,,,973,0,957,0,309,0
315240,Piedade dos Gerais,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.034,2.278,"173,82","57,94","115,88","173,82",,,,4.050,2,4.043,20,112,0
315250,Pimenta,31505011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,8.715,8.600,800,0,"666,47",0,7.600,600,600,2.244,0,2.591,0,300,0
315270,Pingo-d Água,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.029,4.272,"250,41","250,41",0,"250,41",,,,2.475,0,2.451,0,108,1
315280,Pintópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.540,2.660,"153,42",0,"153,42","153,42",,,,857,0,857,0,133,0
315290,Piracema,31506011,Prefeitura Municipal de Piracema,PMP,Local,Administração pública direta,Água e Esgoto,6.386,3.900,820,"500,8","12,05",0,2.700,330,0,4.500,100,4.500,150,240,2
315300,Pirajuba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.491,4.567,"332,79",0,"332,79","332,79",4.640,"228,2","57,8",476,0,209,0,111,0
315310,Piranga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,17.641,5.666,"410,23","410,23",0,"410,23",,,,2.437,0,2.437,5,142,0
315320,Piranguçu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.504,1.873,"230,91","230,91",0,"230,91",,,,2.692,1,2.688,2,160,1
315330,Piranguinho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.683,5.312,"568,08","553,44","14,64","568,08",,,,10.379,1,10.371,4,351,4
315340,Pirapetinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.791,7.996,"642,01","642,01",0,"642,01",7.291,"326,83",0,8.456,1,8.447,2,250,3
315360,Pirapora,31512011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,56.845,55.223,"6.943,26","6.943,26",0,"6.943,26",26.314,"1.261,00","1.261,00",7.112,11,7.098,465,821,21
315370,Piraúba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.732,7.805,"667,75",0,"667,75","667,75",,,,464,0,416,1,333,6
315380,Pitangui,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,28.433,23.465,"1.901,98","1.901,98",0,"1.901,98",,,,4.679,0,4.676,4,480,1
315390,Piumhi,31515011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,35.137,31.479,"4.057,30","4.057,30",0,0,31.479,"1.766,59","1.766,59",5.369,33,5.369,96,672,10
315400,Planura,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.445,11.444,"896,42","448,21","448,21","896,42",,,,4.947,0,4.947,0,279,0
315410,Poço Fundo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,16.900,8.997,634,634,0,634,,,,3.784,0,3.768,0,210,2
315415,Poços de Caldas,31518011,Departamento Municipal de Água e Esgoto,DMAE,Local,Autarquia,Água e Esgoto,169.838,169.838,"17.654,65","17.415,76","238,89","17.415,76",169.838,"10.187,63","10.187,63",15.351,148,15.761,39,3.426,17
315420,Pocrane,31519012,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO,SAAE,Local,Autarquia,Água e Esgoto,8.288,6.200,"1.300,00",850,0,0,5.100,900,0,6.231,50,14.865,2.537,433,0
315430,Pompéu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,32.248,25.433,"2.537,45","1.268,73","1.268,72","2.537,45",,,,9.519,0,9.523,9,614,0
315440,Ponte Nova,31521011,"Departamento Municipal de Água, Esgoto e Saneamento",DMAES,Local,Autarquia,Água e Esgoto,60.003,60.003,"7.415,00","7.155,00",260,"7.155,00",60.003,"2.694,14",0,6.286,4,6.286,6,1.936,2
315445,Ponto Chique,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.305,2.581,"160,77",0,"160,77","160,77",,,,507,0,480,0,133,3
315450,Ponto dos Volantes,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água,12.235,4.960,"446,98","255,93","191,05","255,93",,,,8.031,2,8.030,173,355,0
315460,Porteirinha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,37.823,19.911,"1.868,21","1.868,21",0,"1.868,21",7.353,"347,9","341,18",14.213,28,14.148,37,1.151,0
315470,Porto Firme,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.414,5.215,"379,62",0,"379,62","379,62",,,,555,1,517,0,170,0
315480,Poté,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,16.675,7.923,"419,4","419,4",0,"419,4",6.460,"190,9",0,6.503,4,6.513,26,176,0
315510,Pouso Alegre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,154.293,134.717,"11.731,92","7.815,43","3.916,49","11.731,92",134.717,"5.885,91","5.853,49",21.539,5,21.688,45,1.413,44
315500,Prados,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.128,6.382,"374,07",0,"374,07","374,07",6.315,"188,88","188,88",607,0,595,0,238,0
315520,Prata,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,28.173,18.814,"1.654,95","1.654,95",0,"1.654,95",,,,5.750,0,5.740,0,468,0
315530,Pratápolis,31529011,Prefeitura Municipal de Pratápolis,PMP,Local,Administração pública direta,Água e Esgoto,8.530,7.500,960,"743,12",0,0,6.819,"743,12",0,4.200,6,4.200,5,4.200,2
315540,Pratinha,31530011,Prefeitura Municipal de Pratinha,PMP,Local,Administração pública direta,Água e Esgoto,3.658,2.100,220,220,0,0,2.100,140,0,48,0,12,0,48,0
315550,Presidente Bernardes,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.315,1.649,"141,05","141,05",0,"141,05",1.473,"55,6",0,2.714,0,2.718,0,112,0
315560,Presidente Juscelino,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.572,1.808,"157,77","157,77",0,"157,77",,,,543,0,543,1,176,0
315570,Presidente Kubitschek,31533011,Prefeitura Municipal de Presidente Kubitschek,PMPK,Local,Administração pública direta,Água e Esgoto,3.000,2.068,254,0,0,0,2.065,208,196,370,16,50,0,120,0
315580,Presidente Olegário,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,19.680,13.873,"870,31","420,31",450,"870,31",,,,4.764,0,4.764,0,609,0
315590,Prudente de Morais,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.931,9.271,"892,54",0,"892,54","892,54",6.064,"279,37","279,37",1.541,0,1.480,64,340,0
315600,Quartel Geral,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.603,2.781,"190,57","95,29","95,28","190,57",843,"34,86",0,546,0,545,0,173,0
315610,Queluzito,31538011,Prefeitura Municipal de Queluzito,PMQ,Local,Administração pública direta,Água e Esgoto,1.948,1.897,215,0,210,0,995,32,0,12,0,1,0,36,12
315620,Raposos,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,16.501,13.833,"1.439,07","1.439,07",0,"1.439,07",11.707,"518,19","518,19",4.693,0,4.681,0,321,3
315630,Raul Soares,31540011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,23.663,22.176,"1.330,23","1.159,15","171,08","1.159,15",17.577,"814,02",0,9.688,62,7.283,49,823,4
315645,Recreio,31541011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,10.522,10.518,"687,3","687,3",0,"687,3",9.266,467,45,3.720,18,3.720,185,330,49
315650,Reduto,31541511,Prefeitura Municipal de Reduto,PMR,Local,Administração pública direta,Água e Esgoto,7.247,7.100,"647,09",0,"647,09","647,09",4.816,"280,22",0,8.200,148,7.303,103,195,1
315660,Resende Costa,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,11.578,8.475,"571,18","571,18",0,"571,18",4.074,"160,99","160,99",6.878,0,6.865,0,289,0
315670,Resplendor,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,17.396,10.259,"851,8","851,8",0,"851,8",7.870,"423,38","423,38",6.773,10,6.582,7,571,0
315680,Ressaquinha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.826,3.119,"167,68","55,89","111,79","167,68",,,,2.418,0,2.386,0,112,0
315690,Riachinho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.132,4.487,"208,48","208,48",0,"208,48",,,,2.508,0,2.505,0,132,0
315700,Riacho dos Machados,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.471,4.641,"193,2","101,65","91,55","193,2",2.712,"92,61","92,61",4.962,6,4.938,13,327,2
315710,Ribeirão das Neves,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,341.415,275.947,"30.372,22","30.372,22",0,"30.372,22",242.704,"8.816,45","7.148,22",11.392,2,11.381,35,2.137,24
315720,Ribeirão Vermelho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.061,3.609,"266,57","266,57",0,"266,57",,,,2.393,15,2.395,0,167,0
