cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
315600,Rio Vermelho,12635,4950,256.85,256.85,0.00,256.85,,,,3831,0,3828,14,199,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315600,Rio Vermelho,12635,,,,,,6030,267.63,0.00,,,,,,,,31560011,Prefeitura Municipal de Rio Vermelho,PMRV,Local,Administração pública direta,Esgoto
315610,Ritápolis,4521,3265,274.37,274.37,0.00,274.37,,,,2844,0,2837,0,160,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315620,Rochedo de Minas,2335,2100,420.00,420.00,0.00,420.00,2100,350.00,0.00,6,6,4,0,4,4,,31562011,Prefeitura Municipal de Rochedo de Minas,PMRM,Local,Administração pública direta,Água e Esgoto
315630,Rodeiro,8333,6357,520.94,260.47,260.47,520.94,,,,2014,0,1981,1,196,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315630,Rodeiro,8333,,,,,,8181,445.37,90.00,,,,,,,,31563011,Prefeitura Municipal de Rodeiro,PMR,Local,Administração pública direta,Esgoto
315645,Rosário da Limeira,4648,2476,144.34,144.34,0.00,144.34,,,,3796,0,3803,0,126,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315645,Rosário da Limeira,4648,,,,,,3030,192.20,0.00,,,,,,,,31564511,Prefeitura Municipal de Rosário da Limeira,PMRL,Local,Administração pública direta,Esgoto
315650,Rubelita,5609,3560,235.20,171.02,64.18,235.20,1210,46.11,46.11,7140,1,7001,1,677,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
315660,Rubim,10269,6627,323.54,323.54,0.00,323.54,,,,2339,0,2337,0,184,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315660,Rubim,10269,670,32.05,32.05,0.00,0.00,,,,2104,2,2108,196,109,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
315660,Rubim,10269,,,,,,7700,1386.00,262.40,,,,,,,,31566011,Prefeitura Municipal de Rubim,PMR,Local,Administração pública direta,Esgoto
315670,Sabará,137877,105627,15054.05,7527.03,7527.02,15054.05,86899,3552.41,0.00,11628,3,11575,2,1442,90,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315680,Sabinópolis,15364,9917,1140.90,1140.90,0.00,1140.90,6827,667.00,0.00,3979,41,4472,518,293,3,,31568011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
315690,Sacramento,26556,26556,2373.38,1055.60,1317.78,1317.78,26556,1577.76,1577.76,9264,515,9264,1720,600,0,,31569011,Serviço Autônomo de Água e Esgoto de Sacramento,SAAE,Local,Autarquia,Água e Esgoto
315700,Salinas,41864,30502,2066.55,2066.55,0.00,2066.55,24736,946.49,926.20,9350,1,9350,10,537,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315700,Salinas,41864,5802,428.48,428.48,0.00,428.48,1632,71.55,71.55,6053,1,6053,3,2300,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
315710,Salto da Divisa,7014,5376,401.28,401.28,0.00,401.28,,,,2473,1,2472,1,138,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315720,Santa Bárbara,31873,23175,1862.66,620.89,1241.77,1862.66,,,,13579,2,13480,4,452,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315720,Santa Bárbara,31873,,,,,,29349,1060.82,0.00,,,,,,,,31572011,Prefeitura Municipal de Santa Bárbara,PMSB,Local,Administração pública direta,Esgoto
315725,Santa Bárbara do Leste,8212,4232,200.47,200.47,0.00,200.47,,,,2098,19,2099,9,99,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315730,Santa Bárbara do Tugúrio,4385,2084,126.90,126.90,0.00,126.90,,,,1686,1,1668,0,126,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315733,Santa Cruz de Minas,8723,8723,1063.66,1063.66,0.00,1063.66,8723,904.11,0.00,204,0,204,3,204,1,,31573311,Prefeitura Municipal de Santa Cruz de Minas,PMSCM,Local,Administração pública direta,Água e Esgoto
315737,Santa Cruz de Salinas,4074,1745,153.52,105.63,47.89,153.52,1066,40.97,40.97,3528,0,3529,58,621,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
315740,Santa Cruz do Escalvado,4693,1323,88.14,88.14,0.00,88.14,,,,458,0,458,0,93,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315740,Santa Cruz do Escalvado,4693,,,,,,2700,97.00,0.00,,,,,,,,31574011,Prefeitura Municipal de Santa Cruz do Escalvado,PMSCE,Local,Administração pública direta,Esgoto
315750,Santa Efigênia de Minas,4354,2565,142.64,142.64,0.00,142.64,,,,2549,8,2524,270,126,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315760,Santa Fé de Minas,3806,1935,128.53,128.53,0.00,128.53,,,,1172,0,1172,1,143,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315765,Santa Helena de Minas,6406,3268,173.52,172.56,0.00,172.56,3268,94.67,94.67,4522,2,4523,4,201,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
315770,Santa Juliana,14497,11286,1033.29,0.00,1033.29,1033.29,,,,651,0,646,0,286,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315770,Santa Juliana,14497,,,,,,14497,2138.00,2100.00,,,,,,,,31577011,Prefeitura Municipal de Santa Juliana,PMSJ,Local,Administração pública direta,Esgoto
315780,Santa Luzia,221705,169077,21875.69,14583.79,7291.90,21875.69,150705,6096.57,5163.78,7048,0,7051,11,1829,11,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315790,Santa Margarida,16393,8182,502.14,275.53,226.61,502.14,,,,5591,0,5591,1,261,14,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315790,Santa Margarida,16393,,,,,,8000,500.00,500.00,,,,,,,,31579011,Prefeitura Municipal de Santa Margarida,PMSM,Local,Administração pública direta,Esgoto
315800,Santa Maria de Itabira,10867,5702,434.39,434.39,0.00,434.39,,,,4235,0,4200,2,178,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315800,Santa Maria de Itabira,10867,,,,,,8834,249.64,0.00,,,,,,,,31580011,Prefeitura Municipal de Santa Maria de Itabira,PMSMI,Local,Administração pública direta,Esgoto
315810,Santa Maria do Salto,5203,3571,203.96,203.96,0.00,203.96,3205,134.64,0.00,4151,0,4152,0,96,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
315820,Santa Maria do Suaçuí,14607,9098,508.11,508.11,0.00,508.11,6567,218.58,0.00,6647,0,6647,6,445,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315920,Santa Rita de Caldas,8900,5269,390.46,390.46,0.00,390.46,4396,212.47,0.00,5148,1,5144,1,257,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315940,Santa Rita de Ibitipoca,3380,1586,110.96,110.96,0.00,110.96,,,,1786,1,1741,2,140,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315935,Santa Rita de Minas,7322,5066,271.02,271.02,0.00,271.02,,,,2363,0,2363,48,131,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315950,Santa Rita do Itueto,5426,2209,160.01,160.01,0.00,160.01,,,,4134,13,4133,68,193,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315960,Santa Rita do Sapucaí,44226,36387,2519.70,2519.70,0.00,2519.70,35713,1395.09,1395.09,5362,1,5270,2,621,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315970,Santa Rosa da Serra,3364,2072,205.97,205.97,0.00,205.97,,,,4093,0,4041,0,267,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315980,Santa Vitória,19997,16167,1462.66,1306.03,156.63,1462.66,,,,5298,0,4867,16,517,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315980,Santa Vitória,19997,,,,,,19730,796.00,0.00,,,,,,,,31598011,Prefeitura Municipal de Santa Vitória,PMSV,Local,Administração pública direta,Esgoto
315830,Santana da Vargem,7047,5311,308.52,308.52,0.00,308.52,5236,204.87,163.66,3164,1,3148,0,140,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315840,Santana de Cataguases,3909,2975,199.92,99.96,99.96,199.92,,,,2366,0,2376,0,125,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315840,Santana de Cataguases,3909,,,,,,3148,155.12,0.00,,,,,,,,31584011,Prefeitura Municipal de Santana de Catáguases,PMSC,Local,Administração pública direta,Esgoto
315850,Santana de Pirapama,7538,3313,251.24,0.00,251.24,251.24,,,,791,12,713,15,111,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315850,Santana de Pirapama,7538,,,,,,2812,300.00,0.00,,,,,,,,31585011,Prefeitura Municipal de Santana de Pirapama,PMSP,Local,Administração pública direta,Esgoto
315860,Santana do Deserto,3985,1467,109.77,0.00,109.77,109.77,,,,1463,0,1473,0,125,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315870,Santana do Garambéu,2494,2494,157.00,0.00,0.00,0.00,1844,37.00,0.00,10,0,10,0,10,0,,31587011,Prefeitura Municipal de Santana do Garambéu,PMSG,Local,Administração pública direta,Água e Esgoto
315880,Santana do Jacaré,4847,4271,309.02,309.02,0.00,309.02,,,,3614,0,3608,1,160,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315880,Santana do Jacaré,4847,,,,,,4619,374.00,0.00,,,,,,,,31588011,Prefeitura Municipal de Santana do Jacaré,PMSJ,Local,Administração pública direta,Esgoto
315890,Santana do Manhuaçu,8660,3240,245.51,245.51,0.00,245.51,,,,2362,6,2345,10,105,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315890,Santana do Manhuaçu,8660,,,,,,5292,140.00,0.00,,,,,,,,31589011,Prefeitura Municipal de Santana do Manhuaçu,PMSM,Local,Administração pública direta,Esgoto
315895,Santana do Paraíso,36048,30403,2645.60,1322.80,1322.80,2645.60,30403,1451.93,0.00,7025,1,6918,0,835,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315900,Santana do Riacho,4334,1698,371.11,371.11,0.00,371.11,,,,2946,0,2942,4,221,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315900,Santana do Riacho,4334,2810,385.00,310.00,75.00,75.00,,,,27,5,21,6,22,0,,31590011,Prefeitura Municipal de Santana do Riacho,PMSR,Local,Administração pública direta,Água
315910,Santana dos Montes,3753,3100,150.00,0.00,110.00,0.00,2800,80.00,0.00,240,0,240,0,240,0,,31591011,Prefeitura Municipal de Santana dos Montes,PMSM,Local,Administração pública direta,Água e Esgoto
315990,Santo Antônio do Amparo,18697,16371,1013.26,776.48,236.78,1013.26,16371,553.00,277.00,6260,0,6260,0,638,0,,31599012,Águas de Santo Antonio do Amparo,ASAP,Local,Empresa privada,Água e Esgoto
316000,Santo Antônio do Aventureiro,3602,2290,232.79,0.00,232.79,232.79,,,,968,2,984,3,261,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316010,Santo Antônio do Grama,3861,3175,235.92,235.92,0.00,235.92,,,,3113,0,3113,130,105,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316010,Santo Antônio do Grama,3861,,,,,,3800,650.00,0.00,,,,,,,,31601011,Prefeitura Municipal de Santo Antonio do Grama,PMSAG,Local,Administração pública direta,Esgoto
316020,Santo Antônio do Itambé,3763,1166,141.83,0.00,141.83,141.83,,,,520,0,517,0,154,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316030,Santo Antônio do Jacinto,11570,6068,341.04,341.04,0.00,341.04,,,,2541,1,2541,2,146,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316030,Santo Antônio do Jacinto,11570,,,,,,11570,1130.00,0.00,,,,,,,,31603011,Prefeitura Municipal de Santo Antônio do Jacinto,PMS,Local,Administração pública direta,Esgoto
316040,Santo Antônio do Monte,28603,23815,1689.19,1689.19,0.00,1689.19,22988,971.20,971.20,8727,1,8721,0,473,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316045,Santo Antônio do Retiro,7316,1678,99.76,0.00,99.76,99.76,1456,47.82,47.82,1106,0,1106,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316060,Santo Hipólito,3044,1953,171.62,0.00,171.62,171.62,,,,840,0,838,0,299,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316070,Santos Dumont,46357,35050,2676.38,2676.38,0.00,2676.38,24555,945.43,0.00,5038,0,4926,3,714,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316080,São Bento Abade,5411,4646,230.27,230.27,0.00,230.27,,,,3738,1,3735,0,117,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316080,São Bento Abade,5411,,,,,,5285,230.00,0.00,,,,,,,,31608011,Prefeitura Municipal de São Bento Abade,PMSBA,Local,Administração pública direta,Esgoto
316090,São Brás do Suaçuí,3770,3322,292.61,195.07,97.54,292.61,,,,5192,0,5190,1,122,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316095,São Domingos das Dores,5672,2331,130.38,130.38,0.00,130.38,,,,2329,0,2329,0,97,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316100,São Domingos do Prata,17296,9558,738.34,738.34,0.00,738.34,,,,3686,0,3650,81,233,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316100,São Domingos do Prata,17296,,,,,,10527,560.00,0.00,,,,,,,,31610011,Prefeitura Municipal de São Domingos do Prata,PMSDP,Local,Administração pública direta,Esgoto
316105,São Félix de Minas,3354,1906,126.59,0.00,126.59,126.59,1906,77.93,0.00,281,0,213,21,208,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316110,São Francisco,56625,32767,1990.87,1954.90,35.97,1990.87,17438,612.49,612.49,9575,2,9575,4,926,7,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316120,São Francisco de Paula,6512,4728,246.95,246.95,0.00,246.95,,,,3314,0,3307,0,166,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316120,São Francisco de Paula,6512,,,,,,4683,850.00,0.00,,,,,,,,31612011,Prefeitura Municipal de São Francisco de Paula,PMSFP,Local,Administração pública direta,Esgoto
316130,São Francisco de Sales,6309,4190,387.06,193.53,193.53,387.06,,,,3343,1,3336,0,129,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316130,São Francisco de Sales,6309,,,,,,6300,701.00,0.00,,,,,,,,31613011,Prefeitura Municipal de São Francisco de Sales,PMSFS,Local,Administração pública direta,Esgoto
316140,São Francisco do Glória,4758,2878,302.00,299.98,1.00,0.00,1758,273.31,0.00,4440,105,4400,329,72,0,,31614011,Prefeitura Municipal de São Francisco do Glória,PMSFG,Local,Administração pública direta,Água e Esgoto
316150,São Geraldo,12751,7261,564.16,564.16,0.00,564.16,,,,1208,0,1171,0,182,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316150,São Geraldo,12751,,,,,,9032,1625.00,0.00,,,,,,,,31615011,Prefeitura Municipal de São Geraldo,PMSG,Local,Administração pública direta,Esgoto
316160,São Geraldo da Piedade,3860,1200,40.00,40.00,0.00,0.00,1200,40.00,0.00,3000,0,3000,1,300,0,,31616011,Prefeitura Municipal de São Geraldo da Piedade,PMSGP,Local,Administração pública direta,Água e Esgoto
316165,São Geraldo do Baixio,4104,2850,302.00,200.00,0.00,200.00,2700,170.00,170.00,12,0,12,0,3,3,,31616511,Prefeitura Municipal de São Geraldo do Baixio,PMSGB,Local,Administração pública direta,Água e Esgoto
316170,São Gonçalo do Abaeté,8527,3677,243.98,243.98,0.00,243.98,3469,146.27,146.27,1809,0,1811,0,111,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316180,São Gonçalo do Pará,12776,8345,574.49,574.49,0.00,574.49,,,,3887,10,3888,12,217,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316180,São Gonçalo do Pará,12776,,,,,,11935,685.00,0.00,,,,,,,,31618011,Prefeitura Municipal de São Gonçalo do Pará,PMSGP,Local,Administração pública direta,Esgoto
316190,São Gonçalo do Rio Abaixo,11114,11114,2543.50,520.00,1953.96,0.00,11114,1612.00,0.00,365,0,12,0,12,0,,31619011,Prefeitura Municipal de São Gonçalo do Rio Abaixo,PMSGRA,Local,Administração pública direta,Água e Esgoto
312550,São Gonçalo do Rio Preto,3178,2083,154.66,154.66,0.00,154.66,2083,52.75,0.00,4021,8,4021,11,231,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316200,São Gonçalo do Sapucaí,25670,19024,1374.77,458.26,916.51,1374.77,,,,5859,2,5844,0,469,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316200,São Gonçalo do Sapucaí,25670,,,,,,20059,3500.00,100.00,,,,,,,,31620011,Prefeitura Municipal de São Gonçalo do Sapucaí,PMSGS,Local,Administração pública direta,Esgoto
316210,São Gotardo,36084,32656,2923.75,2923.75,0.00,2923.75,31398,1612.85,791.54,8311,0,8311,0,685,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316220,São João Batista do Glória,7541,6125,661.84,661.84,0.00,661.84,6034,317.59,317.59,2793,0,2793,15,228,0,,31622011,Serviço de Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316225,São João da Lagoa,4949,4920,260.00,0.00,260.00,0.00,,,,1200,10,1200,0,130,6,,31622511,Prefeitura Municipal de São João da Lagoa,PMSJL,Local,Administração pública direta,Água
316230,São João da Mata,2743,2700,250.00,190.00,0.00,0.00,2701,100.00,0.00,4380,2,4596,3,236,2,,31623011,Prefeitura Municipal de São João da Mata,PMSJ,Local,Administração pública direta,Água e Esgoto
316240,São João da Ponte,25033,7216,473.51,0.00,473.51,473.51,2209,78.43,74.86,3728,0,3415,1,434,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316245,São João das Missões,13232,2293,182.22,0.00,182.22,182.22,,,,497,0,504,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316250,São João del Rei,90897,12898,889.00,889.00,0.00,889.00,11340,437.04,434.91,4134,0,4122,4,370,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316250,São João del Rei,90897,77989,14600.00,8000.00,6300.00,0.00,85934,12000.00,0.00,15000,1666,15000,2777,2200,36,,31625011,Departamento Autônomo Municipal de Água e Esgoto,DAMAE,Local,Autarquia,Água e Esgoto
316255,São João do Manhuaçu,11785,5210,274.13,274.13,0.00,274.13,4856,147.36,0.00,2899,1,2899,0,120,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316257,São João do Manteninha,5975,2915,135.06,133.07,0.00,133.06,2870,85.32,0.00,6041,70,6046,67,342,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316257,São João do Manteninha,5975,3346,900.00,900.00,0.00,900.00,3346,190.00,0.00,4380,120,3650,111,18,5,,31625712,Prefeitura Municipal de São João do Manteninha,PMSJM,Local,Administração pública direta,Água e Esgoto
316260,São João do Oriente,7393,5497,437.38,437.38,0.00,437.38,,,,2799,0,2752,0,258,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316265,São João do Pacuí,4476,4419,501.00,0.00,501.00,340.00,,,,9,0,9,0,9,0,,31626511,Prefeitura Municipal de São João do Pacuí,PMSJP,Local,Administração pública direta,Água
316270,São João do Paraíso,23797,10882,690.72,690.72,0.00,690.72,6560,229.83,229.83,10148,1,10148,13,267,10,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316280,São João Evangelista,15761,10452,722.25,618.02,104.23,722.25,,,,5676,1,5662,1,784,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316280,São João Evangelista,15761,,,,,,10605,1600.00,1600.00,,,,,,,,31628011,Prefeitura Municipal de São João Evangelista,PMSJE,Local,Administração pública direta,Esgoto
316290,São João Nepomuceno,26530,22596,2134.30,1814.58,319.72,2134.30,18027,814.22,0.00,9147,3,9180,9,1253,9,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316292,São Joaquim de Bicas,32696,21602,4296.91,4296.91,0.00,4296.91,9072,585.77,27.22,4824,0,4822,0,455,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316294,São José da Barra,7532,5307,366.51,366.51,0.00,366.51,,,,2478,0,2450,0,276,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316294,São José da Barra,7532,,,,,,7255,490.00,0.00,,,,,,,,31629411,Prefeitura Municipal de São José da Barra,PMSJB,Local,Administração pública direta,Esgoto
316295,São José da Lapa,24490,13191,3060.88,1147.83,1913.05,3060.88,13191,693.36,693.36,1778,6,1779,25,630,14,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316300,São José da Safira,4291,2564,146.43,146.43,0.00,146.43,,,,3509,0,3492,4,141,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316300,São José da Safira,4291,,,,,,3200,40.00,0.00,,,,,,,,31630011,Prefeitura Municipal de São José da Safira,PMSJS,Local,Administração pública direta,Esgoto
316310,São José da Varginha,5151,5151,290.84,97.31,193.53,97.31,1728,76.08,24.52,4950,575,5198,17,264,0,,31631011,Prefeitura Municipal de São José da Varginha,PMSJV,Local,Administração pública direta,Água e Esgoto
316320,São José do Alegre,4222,3069,230.75,0.00,230.75,230.75,,,,497,1,479,0,132,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316320,São José do Alegre,4222,,,,,,3056,450.00,0.00,,,,,,,,31632011,Prefeitura Municipal de São José do Alegre,PMSJA,Local,Administração pública direta,Esgoto
316330,São José do Divino,3851,2562,125.08,117.89,7.18,105.08,3203,76.93,76.93,4262,114,4263,129,303,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316340,São José do Goiabal,5356,3630,220.44,0.00,220.44,220.44,,,,888,0,865,0,109,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316340,São José do Goiabal,5356,,,,,,3506,460.00,145.00,,,,,,,,31634011,Prefeitura Municipal de São José do Goiabal,PMSJG,Local,Administração pública direta,Esgoto
316350,São José do Jacuri,6409,2036,141.39,132.51,8.88,141.39,1606,64.72,0.00,3444,11,3442,4,338,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316360,São José do Mantimento,2821,1528,126.08,126.08,0.00,126.08,,,,2896,0,2898,1,97,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316360,São José do Mantimento,2821,,,,,,1577,120.00,0.00,,,,,,,,31636011,Prefeitura Municipal de São José do Mantimento,PMSJM,Local,Administração pública direta,Esgoto
316370,São Lourenço,46539,46539,4839.94,4839.94,0.00,4839.94,43049,2440.12,0.00,3758,0,3746,0,881,0,,31637011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316380,São Miguel do Anta,6949,3758,227.80,0.00,227.80,227.80,,,,533,0,513,0,148,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
